
    DATASETS: This site contains data sets that are not shown completely
    in text examples and exercises. (The numbering refers to the 3rd
    edition, 2013) Thanks to Charles Geyer for pointing out some errors
    in the original posting.

*1. Horseshoe crab data set of Table 4.3*

(Here y is whether a female crab has a satellite (1=yes, 0=no) and
weight is in grams, rather than kg as in the text. Also, color has
values 1-5 with 1=light; there were no crabs of color 1, so in the text,
color was re-coded as color - 1 to give values 1, 2, 3, 4.)


color spine width satell weight y 
      1        0        3  697
      1        0        1  698
      1        0        2  698
      1        0        3  698
      1        0        1  699
      1        0        2  699
      1        0        3  699
      1        0        1  700
      1        0        2  700
      1        0        3  700
      1        0        1  701
      1        0        2  701
      1        0        3  701
      1        0        1  702
      1        0        2  702
      1        0        3  702
      1        0        1  703
      1        0        2  703
      1        0        3  703
      1        0        1  704
      1        0        2  704
      1        0        3  704
      1        0        1  705
      1        0        2  705
      1        0        3  705
      1        0        1  706
      1        0        2  706
      1        0        3  706
      1        0        1  707
      1        0        2  707
      1        0        3  707
      1        0        1  708
      1        0        2  708
      1        0        3  708
      1        0        1  709
      1        0        2  709
      1        0        3  709
      1        0        1  710
      1        0        2  710
      1        0        3  710
      1        0        1  711
      1        0        2  711
      1        0        3  711
      1        0        1  712
      1        0        2  712
      1        0        3  712
      1        0        1  713
      1        0        2  713
      1        0        3  713
      1        0        1  714
      1        0        2  714
      1        0        3  714
      1        0        1  715
      1        0        2  715
      1        0        3  715
      1        0        1  716
      1        0        2  716
      1        0        3  716
      1        0        1  717
      1        0        2  717
      1        0        3  717
      1        0        1  718
      1        0        2  718
      1        0        3  718
      1        0        1  719
      1        0        2  719
      1        0        3  719
      1        0        1  720
      1        0        2  720
      1        0        3  720
      1        0        1  721
      1        0        2  721
      1        0        3  721
      1        0        1  722
      1        0        2  722
      1        0        3  722
      1        0        1  723
      1        0        2  723
      1        0        3  723
      1        0        1  724
      1        0        2  724
      1        0        3  724
      1        0        1  725
      1        0        2  725
      1        0        3  725
      1        0        1  726
      1        0        2  726
      1        0        3  726
      1        0        1  727
      1        0        2  727
      1        0        3  727
      1        0        1  728
      1        0        2  728
      1        0        3  728
      1        0        1  729
      1        0        2  729
      1        0        3  729
      1        0        1  730
      1        0        2  730
      1        0        3  730
      1        0        1  731
      1        0        2  731
      1        0        3  731
      1        0        1  732
      1        0        2  732
      1        0        3  732
      1        0        1  733
      1        0        2  733
      1        0        3  733
      1        0        1  734
      1        0        2  734
      1        0        3  734
      1        0        1  735
      1        0        2  735
      1        0        3  735
      1        0        1  736
      1        0        2  736
      1        0        3  736
      1        0        1  737
      1        0        2  737
      1        0        3  737
      1        0        1  738
      1        0        2  738
      1        0        3  738
      1        0        1  739
      1        0        2  739
      1        0        3  739
      1        0        1  740
      1        0        2  740
      1        0        3  740
      1        0        1  741
      1        0        2  741
      1        0        3  741
      1        0        1  742
      1        0        2  742
      1        0        3  742
      1        0        1  743
      1        0        2  743
      1        0        3  743
      1        0        1  744
      1        0        2  744
      1        0        3  744
      1        0        1  745
      1        0        2  745
      1        0        3  745
      1        0        1  746
      1        0        2  746
      1        0        3  746
      1        0        1  747
      1        0        2  747
      1        0        3  747
      1        0        1  748
      1        0        2  748
      1        0        3  748
      1        0        1  749
      1        0        2  749
      1        0        3  749
      1        0        1  750
      1        0        2  750
      1        0        3  750
      1        0        1  751
      1        0        2  751
      1        0        3  751
      1        0        1  752
      1        0        2  752
      1        0        3  752
      1        0        1  753
      1        0        2  753
      1        0        3  753
      1        0        1  754
      1        0        2  754
      1        0        3  754
      1        0        1  755
      1        0        2  755
      1        0        3  755
      1        0        1  756
      1        0        2  756
      1        0        3  756
      1        0        1  757
      1        0        2  757
      1        0        3  757
      1        0        1  758
      1        0        2  758
      1        0        3  758
      1        0        1  759
      1        0        2  759
      1        0        3  759
      1        0        1  760
      1        0        2  760
      1        0        3  760
      1        0        1  761
      1        0        2  761
      1        0        3  761
      1        0        1  762
      1        0        2  762
      1        0        3  762
      1        0        1  763
      1        0        2  763
      1        0        3  763
      1        0        1  764
      1        0        2  764
      1        0        3  764
      1        0        1  765
      1        0        2  765
      1        0        3  765
      1        0        1  766
      1        0        2  766
      1        0        3  766
      1        0        1  767
      1        0        2  767
      1        0        3  767
      1        0        1  768
      1        0        2  768
      1        0        3  768
      1        0        1  769
      1        0        2  769
      1        0        3  769
      1        0        1  770
      1        0        2  770
      1        0        3  770
      1        0        1  771
      1        0        2  771
      1        0        3  771
      1        0        1  772
      1        0        2  772
      1        0        3  772
      1        0        1  773
      1        0        2  773
      1        0        3  773
      1        0        1  774
      1        0        2  774
      1        0        3  774
      1        0        1  775
      1        0        2  775
      1        0        3  775
      1        0        1  776
      1        0        2  776
      1        0        3  776
      1        0        1  777
      1        0        2  777
      1        0        3  777
      1        0        1  778
      1        0        2  778
      1        0        3  778
      1        0        1  779
      1        0        2  779
      1        0        3  779
      1        0        1  780
      1        0        2  780
      1        0        3  780
      1        0        1  781
      1        0        2  781
      1        0        3  781
      1        0        1  782
      1        0        2  782
      1        0        3  782
      1        0        1  783
      1        0        2  783
      1        0        3  783
      1        0        1  784
      1        0        2  784
      1        0        3  784
      1        0        1  785
      1        0        2  785
      1        0        3  785
      1        0        1  786
      1        0        2  786
      1        0        3  786
      1        0        1  787
      1        0        2  787
      1        0        3  787
      1        0        1  788
      1        0        2  788
      1        0        3  788
      1        0        1  789
      1        0        2  789
      1        0        3  789
      1        0        1  790
      1        0        2  790
      1        0        3  790
      1        0        1  791
      1        0        2  791
      1        0        3  791
      1        0        1  792
      1        0        2  792
      1        0        3  792
      1        0        1  793
      1        0        2  793
      1        0        3  793
      1        0        1  794
      1        0        2  794
      1        0        3  794
      1        0        1  795
      1        0        2  795
      1        0        3  795
      1        0        1  796
      1        0        2  796
      1        0        3  796
      1        0        1  797
      1        0        2  797
      1        0        3  797
      1        0        1  798
      1        0        2  798
      1        0        3  798
      1        0        1  799
      1        0        2  799
      1        0        3  799
      1        0        1  800
      1        0        2  800
      1        0        3  800
      1        0        1  801
      1        0        2  801
      1        0        3  801
      1        0        1  802
      1        0        2  802
      1        0        3  802
      1        0        1  803
      1        0        2  803
      1        0        3  803
      1        0        1  804
      1        0        2  804
      1        0        3  804
      1        0        1  805
      1        0        2  805
      1        0        3  805
      1        0        1  806
      1        0        2  806
      1        0        3  806
      1        0        1  807
      1        0        2  807
      1        0        3  807
      1        0        1  808
      1        0        2  808
      1        0        3  808
      1        0        1  809
      1        0        2  809
      1        0        3  809
      1        0        1  810
      1        0        2  810
      1        0        3  810
      1        0        1  811
      1        0        2  811
      1        0        3  811
      1        0        1  812
      1        0        2  812
      1        0        3  812
      1        0        1  813
      1        0        2  813
      1        0        3  813
      1        0        1  814
      1        0        2  814
      1        0        3  814
      1        0        1  815
      1        0        2  815
      1        0        3  815
      1        0        1  816
      1        0        2  816
      1        0        3  816
      1        0        1  817
      1        0        2  817
      1        0        3  817
      1        0        1  818
      1        0        2  818
      1        0        3  818
      1        0        1  819
      1        0        2  819
      1        0        3  819
      1        0        1  820
      1        0        2  820
      1        0        3  820
      1        0        1  821
      1        0        2  821
      1        0        3  821
      1        0        1  822
      1        0        2  822
      1        0        3  822
      1        0        1  823
      1        0        2  823
      1        0        3  823
      1        0        1  824
      1        0        2  824
      1        0        3  824
      1        0        1  825
      1        0        2  825
      1        0        3  825
      1        0        1  826
      1        0        2  826
      1        0        3  826
      1        0        1  827
      1        0        2  827
      1        0        3  827
      1        0        1  828
      1        0        2  828
      1        0        3  828
      1        0        1  829
      1        0        2  829
      1        0        3  829
      1        0        1  830
      1        0        2  830
      1        0        3  830
      1        0        1  831
      1        0        2  831
      1        0        3  831
      1        0        1  832
      1        0        2  832
      1        0        3  832
      1        0        1  833
      1        0        2  833
      1        0        3  833
      1        0        1  834
      1        0        2  834
      1        0        3  834
      1        0        1  835
      1        0        2  835
      1        0        3  835
      1        0        1  836
      1        0        2  836
      1        0        3  836
      1        0        1  837
      1        0        2  837
      1        0        3  837
      1        0        1  838
      1        0        2  838
      1        0        3  838
      1        0        1  839
      1        0        2  839
      1        0        3  839
      1        0        1  840
      1        0        2  840
      1        0        3  840
      1        0        1  841
      1        0        2  841
      1        0        3  841
      1        0        1  842
      1        0        2  842
      1        0        3  842
      1        0        1  843
      1        0        2  843
      1        0        3  843
      1        0        1  844
      1        0        2  844
      1        0        3  844
      1        0        1  845
      1        0        2  845
      1        0        3  845
      1        0        1  846
      1        0        2  846
      1        0        3  846
      1        0        1  847
      1        0        2  847
      1        0        3  847
      1        0        1  848
      1        0        2  848
      1        0        3  848
      1        0        1  849
      1        0        2  849
      1        0        3  849
      1        0        1  850
      1        0        2  850
      1        0        3  850
      1        0        1  851
      1        0        2  851
      1        0        3  851
      1        0        1  852
      1        0        2  852
      1        0        3  852
      1        0        1  853
      1        0        2  853
      1        0        3  853
      1        0        1  854
      1        0        2  854
      1        0        3  854
      1        0        1  855
      1        0        2  855
      1        0        3  855
      1        0        1  856
      1        0        2  856
      1        0        3  856
      1        0        1  857
      1        0        2  857
      1        0        3  857
      1        0        1  858
      1        0        2  858
      1        0        3  858
      1        0        1  859
      1        0        2  859
      1        0        3  859
      1        0        1  860
      1        0        2  860
      1        0        3  860
      1        0        1  861
      1        0        2  861
      1        0        3  861
      1        0        1  862
      1        0        2  862
      1        0        3  862
      1        0        1  863
      1        0        2  863
      1        0        3  863
      1        0        1  864
      1        0        2  864
      1        0        3  864
      1        0        1  865
      1        0        2  865
      1        0        3  865
      1        0        1  866
      1        0        2  866
      1        0        3  866
      1        0        1  867
      1        0        2  867
      1        0        3  867
      1        0        1  868
      1        0        2  868
      1        0        3  868
      1        0        1  869
      1        0        2  869
      1        0        3  869
      1        0        1  870
      1        0        2  870
      1        0        3  870
      1        0        1  871
      1        0        2  871
      1        0        3  871
      1        0        1  872
      1        0        2  872
      1        0        3  872
      1        0        1  873
      1        0        2  873
      1        0        3  873
      1        0        1  874
      1        0        2  874
      1        0        3  874
      1        0        1  875
      1        0        2  875
      1        0        3  875
      1        0        1  876
      1        0        2  876
      1        0        3  876
      1        0        1  877
      1        0        2  877
      1        0        3  877
      1        0        1  878
      1        0        2  878
      1        0        3  878
      1        0        1  879
      1        0        2  879
      1        0        3  879
      1        0        1  880
      1        0        2  880
      1        0        3  880
      1        0        1  881
      1        0        2  881
      1        0        3  881
      1        0        1  882
      1        0        2  882
      1        0        3  882
      1        0        1  883
      1        0        2  883
      1        0        3  883
      1        0        1  884
      1        0        2  884
      1        0        3  884
      1        0        1  885
      1        0        2  885
      1        0        3  885
      1        0        1  886
      1        0        2  886
      1        0        3  886
      1        0        1  887
      1        0        2  887
      1        0        3  887
      1        0        1  888
      1        0        2  888
      1        0        3  888
      1        0        1  889
      1        0        2  889
      1        0        3  889
      1        0        1  890
      1        0        2  890
      1        0        3  890
      1        0        1  891
      1        0        2  891
      1        0        3  891
      1        0        1  892
      1        0        2  892
      1        0        3  892
      1        0        1  893
      1        0        2  893
      1        0        3  893
      1        0        1  894
      1        0        2  894
      1        0        3  894
      1        0        1  895
      1        0        2  895
      1        0        3  895
      1        0        1  896
      1        0        2  896
      1        0        3  896
      1        0        1  897
      1        0        2  897
      1        0        3  897
      1        0        1  898
      1        0        2  898
      1        0        3  898
      1        0        1  899
      1        0        2  899
      1        0        3  899
      1        0        1  900
      1        0        2  900
      1        0        3  900
      1        0        1  901
      1        0        2  901
      1        0        3  901
      1        0        1  902
      1        0        2  902
      1        0        3  902
      1        0        1  903
      1        0        2  903
      1        0        3  903
      1        0        1  904
      1        0        2  904
      1        0        3  904
      1        0        1  905
      1        0        2  905
      1        0        3  905
      1        0        1  906
      1        0        2  906
      1        0        3  906
      1        0        1  907
      1        0        2  907
      1        0        3  907
      1        0        1  908
      1        0        2  908
      1        0        3  908
      1        0        1  909
      1        0        2  909
      1        0        3  909
      1        0        1  910
      1        0        2  910
      1        0        3  910
      1        0        1  911
      1        0        2  911
      1        0        3  911
      1        0        1  912
      1        0        2  912
      1        0        3  912
      1        0        1  913
      1        0        2  913
      1        0        3  913
      1        0        1  914
      1        0        2  914
      1        0        3  914
      1        0        1  915
      1        0        2  915
      1        0        3  915
      1        0        1  916
      1        0        2  916
      1        0        3  916
      1        0        1  917
      1        0        2  917
      1        0        3  917
      1        0        1  918
      1        0        2  918
      1        0        3  918
      1        0        1  919
      1        0        2  919
      1        0        3  919
      1        0        1  920
      1        0        2  920
      1        0        3  920
      1        0        1  921
      1        0        2  921
      1        0        3  921
      1        0        1  922
      1        0        2  922
      1        0        3  922
      1        0        1  923
      1        0        2  923
      1        0        3  923
      1        0        1  924
      1        0        2  924
      1        0        3  924
      1        0        1  925
      1        0        2  925
      1        0        3  925
      1        0        1  926
      1        0        2  926
      1        0        3  926
      1        0        1  927
      1        0        2  927
      1        0        3  927
      1        0        1  928
      1        0        2  928
      1        0        3  928
      1        0        1  929
      1        0        2  929
      1        0        3  929
      1        0        1  930
      1        0        2  930
      1        0        3  930
      1        0        1  931
      1        0        2  931
      1        0        3  931
      1        0        1  932
      1        0        2  932
      1        0        3  932
      1        0        1  933
      1        0        2  933
      1        0        3  933
      1        0        1  934
      1        0        2  934
      1        0        3  934
      1        0        1  935
      1        0        2  935
      1        0        3  935
      1        0        1  936
      1        0        2  936
      1        0        3  936
      1        0        1  937
      1        0        2  937
      1        0        3  937
      1        0        1  938
      1        0        2  938
      1        0        3  938
      1        0        1  939
      1        0        2  939
      1        0        3  939
      1        0        1  940
      1        0        2  940
      1        0        3  940
      1        0        1  941
      1        0        2  941
      1        0        3  941
      1        0        1  942
      1        0        2  942
      1        0        3  942
      1        0        1  943
      1        0        2  943
      1        0        3  943
      1        0        1  944
      1        0        2  944
      1        0        3  944
      1        0        1  945
      1        0        2  945
      1        0        3  945
      1        0        1  946
      1        0        2  946
      1        0        3  946
      1        0        1  947
      1        0        2  947
      1        0        3  947
      1        0        1  948
      1        0        2  948
      1        0        3  948
      1        0        1  949
      1        0        2  949
      1        0        3  949
      1        0        1  950
      1        0        2  950
      1        0        3  950
      1        0        1  951
      1        0        2  951
      1        0        3  951
      1        0        1  952
      1        0        2  952
      1        0        3  952
      1        0        1  953
      1        0        2  953
      1        0        3  953
      1        0        1  954
      1        0        2  954
      1        0        3  954
      1        0        1  955
      1        0        2  955
      1        0        3  955
      1        0        1  956
      1        0        2  956
      1        0        3  956
      1        0        1  957
      1        0        2  957
      1        0        3  957
      1        0        1  958
      1        0        2  958
      1        0        3  958
      1        0        1  959
      1        0        2  959
      1        0        3  959
      1        0        1  960
      1        0        2  960
      1        0        3  960
      1        0        1  961
      1        0        2  961
      1        0        3  961
      1        0        1  962
      1        0        2  962
      1        0        3  962
      1        0        1  963
      1        0        2  963
      1        0        3  963
      1        0        1  964
      1        0        2  964
      1        0        3  964
      1        0        1  965
      1        0        2  965
      1        0        3  965
      1        0        1  966
      1        0        2  966
      1        0        3  966
      1        0        1  967
      1        0        2  967
      1        0        3  967
      1        0        1  968
      1        0        2  968
      1        0        3  968
      1        0        1  969
      1        0        2  969
      1        0        3  969
      1        0        1  970
      1        0        2  970
      1        0        3  970
      1        0        1  971
      1        0        2  971
      1        0        3  971
      1        0        1  972
      1        0        2  972
      1        0        3  972
      1        0        1  973
      1        0        2  973
      1        0        3  973
      1        0        1  974
      1        0        2  974
      1        0        3  974
      1        0        1  975
      1        0        2  975
      1        0        3  975
      1        0        1  976
      1        0        2  976
      1        0        3  976
      1        0        1  977
      1        0        2  977
      1        0        3  977
      1        0        1  978
      1        0        2  978
      1        0        3  978
      1        0        1  979
      1        0        2  979
      1        0        3  979
      1        0        1  980
      1        0        2  980
      1        0        3  980
      1        0        1  981
      1        0        2  981
      1        0        3  981
      1        0        1  982
      1        0        2  982
      1        0        3  982
      1        0        1  983
      1        0        2  983
      1        0        3  983
      1        0        1  984
      1        0        2  984
      1        0        3  984
      1        0        1  985
      1        0        2  985
      1        0        3  985
      1        0        1  986
      1        0        2  986
      1        0        3  986
      1        0        1  987
      1        0        2  987
      1        0        3  987
      1        0        1  988
      1        0        2  988
      1        0        3  988
      1        0        1  989
      1        0        2  989
      1        0        3  989
      1        0        1  990
      1        0        2  990
      1        0        3  990
      1        0        1  991
      1        0        2  991
      1        0        3  991
      1        0        1  992
      1        0        2  992
      1        0        3  992
      1        0        1  993
      1        0        2  993
      1        0        3  993
      1        0        1  994
      1        0        2  994
      1        0        3  994
      1        0        1  995
      1        0        2  995
      1        0        3  995
      1        0        1  996
      1        0        2  996
      1        0        3  996
      1        0        1  997
      1        0        2  997
      1        0        3  997
      1        0        1  998
      1        0        2  998
      1        0        3  998
      1        0        1  999
      1        0        2  999
      1        0        3  999
      1        0        1 1000
      1        0        2 1000
      1        0        3 1000
      1        0        1 1001
      1        0        2 1001
      1        0        3 1001
      1        0        1 1002
      1        0        2 1002
      1        0        3 1002
      1        0        1 1003
      1        0        2 1003
      1        0        3 1003
      1        0        1 1004
      1        0        2 1004
      1        0        3 1004
      1        0        1 1005
      1        0        2 1005
      1        0        3 1005
      1        0        1 1006
      1        0        2 1006
      1        0        3 1006
      1        0        1 1007
      1        0        2 1007
      1        0        3 1007
      1        0        1 1008
      1        0        2 1008
      1        0        3 1008
      1        0        1 1009
      1        0        2 1009
      1        0        3 1009
      1        0        1 1010
      1        0        2 1010
      1        0        3 1010
      1        0        1 1011
      1        0        2 1011
      1        0        3 1011
      1        0        1 1012
      1        0        2 1012
      1        0        3 1012
      1        0        1 1013
      1        0        2 1013
      1        0        3 1013
      1        0        1 1014
      1        0        2 1014
      1        0        3 1014
      1        0        1 1015
      1        0        2 1015
      1        0        3 1015
      1        0        1 1016
      1        0        2 1016
      1        0        3 1016
      1        0        1 1017
      1        0        2 1017
      1        0        3 1017
      1        0        1 1018
      1        0        2 1018
      1        0        3 1018
      1        0        1 1019
      1        0        2 1019
      1        0        3 1019
      1        0        1 1020
      1        0        2 1020
      1        0        3 1020
      1        0        1 1021
      1        0        2 1021
      1        0        3 1021
      1        0        1 1022
      1        0        2 1022
      1        0        3 1022
      1        0        1 1023
      1        0        2 1023
      1        0        3 1023
      1        0        1 1024
      1        0        2 1024
      1        0        3 1024
      1        0        1 1025
      1        0        2 1025
      1        0        3 1025
      1        0        1 1026
      1        0        2 1026
      1        0        3 1026
      1        0        1 1027
      1        0        2 1027
      1        0        3 1027
      1        0        1 1028
      1        0        2 1028
      1        0        3 1028
      1        0        1 1029
      1        0        2 1029
      1        0        3 1029
      1        0        1 1030
      1        0        2 1030
      1        0        3 1030
      1        0        1 1031
      1        0        2 1031
      1        0        3 1031
      1        0        1 1032
      1        0        2 1032
      1        0        3 1032
      1        0        1 1033
      1        0        2 1033
      1        0        3 1033
      1        0        1 1034
      1        0        2 1034
      1        0        3 1034
      1        0        1 1035
      1        0        2 1035
      1        0        3 1035
      1        0        1 1036
      1        0        2 1036
      1        0        3 1036
      1        0        1 1037
      1        0        2 1037
      1        0        3 1037
      0        1        1 1038
      0        1        2 1038
      0        1        3 1038
      0        1        1 1039
      0        1        2 1039
      0        1        3 1039
      0        1        1 1040
      0        1        2 1040
      0        1        3 1040
      0        1        1 1041
      0        1        2 1041
      0        1        3 1041
      0        1        1 1042
      0        1        2 1042
      0        1        3 1042
      0        1        1 1043
      0        1        2 1043
      0        1        3 1043
      0        1        1 1044
      0        1        2 1044
      0        1        3 1044
      0        1        1 1045
      0        1        2 1045
      0        1        3 1045
      0        1        1 1046
      0        1        2 1046
      0        1        3 1046
      0        1        1 1047
      0        1        2 1047
      0        1        3 1047
      0        1        1 1048
      0        1        2 1048
      0        1        3 1048
      0        1        1 1049
      0        1        2 1049
      0        1        3 1049
      0        1        1 1050
      0        1        2 1050
      0        1        3 1050
      0        1        1 1051
      0        1        2 1051
      0        1        3 1051
      0        1        1 1052
      0        1        2 1052
      0        1        3 1052
      0        1        1 1053
      0        1        2 1053
      0        1        3 1053
      0        1        1 1054
      0        1        2 1054
      0        1        3 1054
      0        1        1 1055
      0        1        2 1055
      0        1        3 1055
      0        1        1 1056
      0        1        2 1056
      0        1        3 1056
      0        1        1 1057
      0        1        2 1057
      0        1        3 1057
      0        1        1 1058
      0        1        2 1058
      0        1        3 1058
      0        1        1 1059
      0        1        2 1059
      0        1        3 1059
      0        1        1 1060
      0        1        2 1060
      0        1        3 1060
      0        1        1 1061
      0        1        2 1061
      0        1        3 1061
      0        1        1 1062
      0        1        2 1062
      0        1        3 1062
      0        1        1 1063
      0        1        2 1063
      0        1        3 1063
      0        1        1 1064
      0        1        2 1064
      0        1        3 1064
      0        1        1 1065
      0        1        2 1065
      0        1        3 1065
      0        1        1 1066
      0        1        2 1066
      0        1        3 1066
      0        1        1 1067
      0        1        2 1067
      0        1        3 1067
      0        1        1 1068
      0        1        2 1068
      0        1        3 1068
      0        1        1 1069
      0        1        2 1069
      0        1        3 1069
      0        1        1 1070
      0        1        2 1070
      0        1        3 1070
      0        1        1 1071
      0        1        2 1071
      0        1        3 1071
      0        1        1 1072
      0        1        2 1072
      0        1        3 1072
      0        1        1 1073
      0        1        2 1073
      0        1        3 1073
      0        1        1 1074
      0        1        2 1074
      0        1        3 1074
      0        1        1 1075
      0        1        2 1075
      0        1        3 1075
      0        1        1 1076
      0        1        2 1076
      0        1        3 1076
      0        1        1 1077
      0        1        2 1077
      0        1        3 1077
      0        1        1 1078
      0        1        2 1078
      0        1        3 1078
      0        1        1 1079
      0        1        2 1079
      0        1        3 1079
      0        1        1 1080
      0        1        2 1080
      0        1        3 1080
      0        1        1 1081
      0        1        2 1081
      0        1        3 1081
      0        1        1 1082
      0        1        2 1082
      0        1        3 1082
      0        1        1 1083
      0        1        2 1083
      0        1        3 1083
      0        1        1 1084
      0        1        2 1084
      0        1        3 1084
      0        1        1 1085
      0        1        2 1085
      0        1        3 1085
      0        1        1 1086
      0        1        2 1086
      0        1        3 1086
      0        1        1 1087
      0        1        2 1087
      0        1        3 1087
      0        1        1 1088
      0        1        2 1088
      0        1        3 1088
      0        1        1 1089
      0        1        2 1089
      0        1        3 1089
      0        1        1 1090
      0        1        2 1090
      0        1        3 1090
      0        1        1 1091
      0        1        2 1091
      0        1        3 1091
      0        1        1 1092
      0        1        2 1092
      0        1        3 1092
      0        1        1 1093
      0        1        2 1093
      0        1        3 1093
      0        1        1 1094
      0        1        2 1094
      0        1        3 1094
      0        1        1 1095
      0        1        2 1095
      0        1        3 1095
      0        1        1 1096
      0        1        2 1096
      0        1        3 1096
      0        1        1 1097
      0        1        2 1097
      0        1        3 1097
      0        1        1 1098
      0        1        2 1098
      0        1        3 1098
      0        1        1 1099
      0        1        2 1099
      0        1        3 1099
      0        1        1 1100
      0        1        2 1100
      0        1        3 1100
      0        1        1 1101
      0        1        2 1101
      0        1        3 1101
      0        1        1 1102
      0        1        2 1102
      0        1        3 1102
      0        1        1 1103
      0        1        2 1103
      0        1        3 1103
      0        1        1 1104
      0        1        2 1104
      0        1        3 1104
      0        1        1 1105
      0        1        2 1105
      0        1        3 1105
      0        1        1 1106
      0        1        2 1106
      0        1        3 1106
      0        1        1 1107
      0        1        2 1107
      0        1        3 1107
      0        1        1 1108
      0        1        2 1108
      0        1        3 1108
      0        1        1 1109
      0        1        2 1109
      0        1        3 1109
      0        1        1 1110
      0        1        2 1110
      0        1        3 1110
      0        1        1 1111
      0        1        2 1111
      0        1        3 1111
      0        1        1 1112
      0        1        2 1112
      0        1        3 1112
      0        1        1 1113
      0        1        2 1113
      0        1        3 1113
      0        1        1 1114
      0        1        2 1114
      0        1        3 1114
      0        1        1 1115
      0        1        2 1115
      0        1        3 1115
      0        1        1 1116
      0        1        2 1116
      0        1        3 1116
      0        1        1 1117
      0        1        2 1117
      0        1        3 1117
      0        1        1 1118
      0        1        2 1118
      0        1        3 1118
      0        1        1 1119
      0        1        2 1119
      0        1        3 1119
      0        1        1 1120
      0        1        2 1120
      0        1        3 1120
      0        1        1 1121
      0        1        2 1121
      0        1        3 1121
      0        1        1 1122
      0        1        2 1122
      0        1        3 1122
      0        1        1 1123
      0        1        2 1123
      0        1        3 1123
      0        1        1 1124
      0        1        2 1124
      0        1        3 1124
      0        1        1 1125
      0        1        2 1125
      0        1        3 1125
      0        1        1 1126
      0        1        2 1126
      0        1        3 1126
      0        1        1 1127
      0        1        2 1127
      0        1        3 1127
      0        1        1 1128
      0        1        2 1128
      0        1        3 1128
      0        1        1 1129
      0        1        2 1129
      0        1        3 1129
      0        1        1 1130
      0        1        2 1130
      0        1        3 1130
      0        1        1 1131
      0        1        2 1131
      0        1        3 1131
      0        1        1 1132
      0        1        2 1132
      0        1        3 1132
      0        1        1 1133
      0        1        2 1133
      0        1        3 1133
      0        1        1 1134
      0        1        2 1134
      0        1        3 1134
      0        1        1 1135
      0        1        2 1135
      0        1        3 1135
      0        1        1 1136
      0        1        2 1136
      0        1        3 1136
      0        1        1 1137
      0        1        2 1137
      0        1        3 1137
      0        1        1 1138
      0        1        2 1138
      0        1        3 1138
      0        1        1 1139
      0        1        2 1139
      0        1        3 1139
      0        1        1 1140
      0        1        2 1140
      0        1        3 1140
      0        1        1 1141
      0        1        2 1141
      0        1        3 1141
      0        1        1 1142
      0        1        2 1142
      0        1        3 1142
      0        1        1 1143
      0        1        2 1143
      0        1        3 1143
      0        1        1 1144
      0        1        2 1144
      0        1        3 1144
      0        1        1 1145
      0        1        2 1145
      0        1        3 1145
      0        1        1 1146
      0        1        2 1146
      0        1        3 1146
      0        1        1 1147
      0        1        2 1147
      0        1        3 1147
      0        1        1 1148
      0        1        2 1148
      0        1        3 1148
      0        1        1 1149
      0        1        2 1149
      0        1        3 1149
      0        1        1 1150
      0        1        2 1150
      0        1        3 1150
      0        1        1 1151
      0        1        2 1151
      0        1        3 1151
      0        1        1 1152
      0        1        2 1152
      0        1        3 1152
      0        1        1 1153
      0        1        2 1153
      0        1        3 1153
      0        1        1 1154
      0        1        2 1154
      0        1        3 1154
      0        1        1 1155
      0        1        2 1155
      0        1        3 1155
      0        1        1 1156
      0        1        2 1156
      0        1        3 1156
      0        1        1 1157
      0        1        2 1157
      0        1        3 1157
      0        1        1 1158
      0        1        2 1158
      0        1        3 1158
      0        1        1 1159
      0        1        2 1159
      0        1        3 1159
      0        1        1 1160
      0        1        2 1160
      0        1        3 1160
      0        1        1 1161
      0        1        2 1161
      0        1        3 1161
      0        1        1 1162
      0        1        2 1162
      0        1        3 1162
      0        1        1 1163
      0        1        2 1163
      0        1        3 1163
      0        1        1 1164
      0        1        2 1164
      0        1        3 1164
      0        1        1 1165
      0        1        2 1165
      0        1        3 1165
      0        1        1 1166
      0        1        2 1166
      0        1        3 1166
      0        1        1 1167
      0        1        2 1167
      0        1        3 1167
      0        1        1 1168
      0        1        2 1168
      0        1        3 1168
      0        1        1 1169
      0        1        2 1169
      0        1        3 1169
      0        1        1 1170
      0        1        2 1170
      0        1        3 1170
      0        1        1 1171
      0        1        2 1171
      0        1        3 1171
      0        1        1 1172
      0        1        2 1172
      0        1        3 1172
      0        1        1 1173
      0        1        2 1173
      0        1        3 1173
      0        1        1 1174
      0        1        2 1174
      0        1        3 1174
      0        1        1 1175
      0        1        2 1175
      0        1        3 1175
      0        1        1 1176
      0        1        2 1176
      0        1        3 1176
      0        1        1 1177
      0        1        2 1177
      0        1        3 1177
      0        1        1 1178
      0        1        2 1178
      0        1        3 1178
      0        1        1 1179
      0        1        2 1179
      0        1        3 1179
      0        1        1 1180
      0        1        2 1180
      0        1        3 1180
      0        1        1 1181
      0        1        2 1181
